source,target,weight
Long Island City/Hunters Point,Broad Channel,1
Long Island City/Hunters Point,Brooklyn Heights,1
Long Island City/Hunters Point,Brooklyn Navy Yard,2
Long Island City/Hunters Point,Brownsville,1
Long Island City/Hunters Point,Bushwick North,9
Long Island City/Hunters Point,Bushwick South,15
Long Island City/Hunters Point,Canarsie,1
Long Island City/Hunters Point,Central Harlem,2
Long Island City/Hunters Point,Central Harlem North,3
Long Island City/Hunters Point,Central Park,2
Long Island City/Hunters Point,Clinton East,10
Long Island City/Hunters Point,Clinton Hill,6
Long Island City/Hunters Point,Clinton West,4
Long Island City/Hunters Point,Cobble Hill,1
Long Island City/Hunters Point,College Point,3
Long Island City/Hunters Point,Columbia Street,2
Long Island City/Hunters Point,Corona,1
Long Island City/Hunters Point,Crown Heights North,6
Long Island City/Hunters Point,Crown Heights South,3
Long Island City/Hunters Point,Cypress Hills,3
Long Island City/Hunters Point,Downtown Brooklyn/MetroTech,4
Long Island City/Hunters Point,East Chelsea,7
Long Island City/Hunters Point,East Concourse/Concourse Village,1
Long Island City/Hunters Point,East Elmhurst,3
Long Island City/Hunters Point,East Flatbush/Farragut,3
Long Island City/Hunters Point,East Harlem North,3
Long Island City/Hunters Point,East Harlem South,7
Long Island City/Hunters Point,East New York,2
Long Island City/Hunters Point,East New York/Pennsylvania Avenue,3
Long Island City/Hunters Point,East Village,17
Long Island City/Hunters Point,East Williamsburg,16
Long Island City/Hunters Point,Elmhurst,12
Long Island City/Hunters Point,Elmhurst/Maspeth,6
Long Island City/Hunters Point,Far Rockaway,1
Long Island City/Hunters Point,Financial District North,4
Long Island City/Hunters Point,Financial District South,2
Long Island City/Hunters Point,Flatbush/Ditmas Park,3
Long Island City/Hunters Point,Flatiron,5
Long Island City/Hunters Point,Flushing,11
Long Island City/Hunters Point,Flushing Meadows-Corona Park,1
Long Island City/Hunters Point,Forest Hills,7
Long Island City/Hunters Point,Fort Greene,4
Long Island City/Hunters Point,Garment District,13
Long Island City/Hunters Point,Glendale,6
Long Island City/Hunters Point,Gowanus,1
Long Island City/Hunters Point,Gramercy,13
Long Island City/Hunters Point,Greenpoint,73
Long Island City/Hunters Point,Greenwich Village North,4
Long Island City/Hunters Point,Greenwich Village South,5
Long Island City/Hunters Point,Highbridge,4
Long Island City/Hunters Point,Hillcrest/Pomonok,2
Long Island City/Hunters Point,Inwood,2
Long Island City/Hunters Point,Inwood Hill Park,1
Long Island City/Hunters Point,JFK Airport,55
Long Island City/Hunters Point,Jackson Heights,13
Long Island City/Hunters Point,Jamaica,1
Long Island City/Hunters Point,Jamaica Estates,2
Long Island City/Hunters Point,Kew Gardens Hills,2
Long Island City/Hunters Point,Kingsbridge Heights,1
Long Island City/Hunters Point,Kips Bay,12
Long Island City/Hunters Point,LaGuardia Airport,49
Long Island City/Hunters Point,Lenox Hill East,11
Long Island City/Hunters Point,Lenox Hill West,22
Long Island City/Hunters Point,Lincoln Square East,5
Long Island City/Hunters Point,Lincoln Square West,6
Long Island City/Hunters Point,Little Italy/NoLiTa,7
Long Island City/Hunters Point,Long Island City/Hunters Point,103
Long Island City/Hunters Point,Long Island City/Queens Plaza,25
Long Island City/Hunters Point,Lower East Side,12
Long Island City/Hunters Point,Manhattan Valley,1
Long Island City/Hunters Point,Maspeth,6
Long Island City/Hunters Point,Meatpacking/West Village West,3
Long Island City/Hunters Point,Melrose South,2
Long Island City/Hunters Point,Middle Village,5
Long Island City/Hunters Point,Midtown Center,13
Long Island City/Hunters Point,Midtown East,12
Long Island City/Hunters Point,Midtown North,8
Long Island City/Hunters Point,Midtown South,15
Long Island City/Hunters Point,Morningside Heights,1
Long Island City/Hunters Point,Mott Haven/Port Morris,4
Long Island City/Hunters Point,Murray Hill,21
Long Island City/Hunters Point,Newark Airport,4
Long Island City/Hunters Point,North Corona,1
Long Island City/Hunters Point,Ocean Hill,1
Long Island City/Hunters Point,Old Astoria,30
Long Island City/Hunters Point,Outside of NYC,17
Long Island City/Hunters Point,Park Slope,8
Long Island City/Hunters Point,Pelham Parkway,1
Long Island City/Hunters Point,Penn Station/Madison Sq West,8
Long Island City/Hunters Point,Prospect Heights,2
Long Island City/Hunters Point,Prospect Park,2
Long Island City/Hunters Point,Prospect-Lefferts Gardens,2
Long Island City/Hunters Point,Queensboro Hill,2
Long Island City/Hunters Point,Queensbridge/Ravenswood,20
Long Island City/Hunters Point,Randalls Island,2
Long Island City/Hunters Point,Rego Park,5
Long Island City/Hunters Point,Richmond Hill,2
Long Island City/Hunters Point,Ridgewood,6
Long Island City/Hunters Point,Riverdale/North Riverdale/Fieldston,1
Long Island City/Hunters Point,Roosevelt Island,4
Long Island City/Hunters Point,Rosedale,2
Long Island City/Hunters Point,Saint Albans,1
Long Island City/Hunters Point,Schuylerville/Edgewater Park,1
Long Island City/Hunters Point,Seaport,3
Long Island City/Hunters Point,Sheepshead Bay,1
Long Island City/Hunters Point,SoHo,3
Long Island City/Hunters Point,South Jamaica,1
Long Island City/Hunters Point,South Ozone Park,1
Long Island City/Hunters Point,South Williamsburg,2
Long Island City/Hunters Point,Steinway,25
Long Island City/Hunters Point,Stuyvesant Heights,4
Long Island City/Hunters Point,Sunnyside,76
Long Island City/Hunters Point,Sunset Park West,1
Long Island City/Hunters Point,Sutton Place/Turtle Bay North,10
Long Island City/Hunters Point,Times Sq/Theatre District,12
Long Island City/Hunters Point,TriBeCa/Civic Center,4
Long Island City/Hunters Point,Two Bridges/Seward Park,3
Long Island City/Hunters Point,UN/Turtle Bay South,7
Long Island City/Hunters Point,Union Sq,14
Long Island City/Hunters Point,Upper East Side North,6
Long Island City/Hunters Point,Upper East Side South,18
Long Island City/Hunters Point,Upper West Side North,1
Long Island City/Hunters Point,Upper West Side South,3
Long Island City/Hunters Point,Washington Heights North,2
Long Island City/Hunters Point,Washington Heights South,3
Long Island City/Hunters Point,West Chelsea/Hudson Yards,7
Long Island City/Hunters Point,West Village,6
Long Island City/Hunters Point,Whitestone,1
Long Island City/Hunters Point,Williamsbridge/Olinville,2
Long Island City/Hunters Point,Williamsburg (North Side),35
Long Island City/Hunters Point,Williamsburg (South Side),19
Long Island City/Hunters Point,Windsor Terrace,1
Long Island City/Hunters Point,Woodhaven,2
Long Island City/Hunters Point,Woodside,8
Long Island City/Hunters Point,World Trade Center,3
Long Island City/Hunters Point,Yorkville East,4
Long Island City/Hunters Point,Yorkville West,6
Long Island City/Queens Plaza,Alphabet City,1
Long Island City/Queens Plaza,Astoria,54
Long Island City/Queens Plaza,Bay Ridge,1
Long Island City/Queens Plaza,Bedford,1
Long Island City/Queens Plaza,Bloomingdale,1
Long Island City/Queens Plaza,Briarwood/Jamaica Hills,1
Long Island City/Queens Plaza,Brooklyn Heights,1
Long Island City/Queens Plaza,Brooklyn Navy Yard,1
Long Island City/Queens Plaza,Bushwick North,1
Long Island City/Queens Plaza,Bushwick South,5
Long Island City/Queens Plaza,Carroll Gardens,1
Long Island City/Queens Plaza,Central Harlem,1
Long Island City/Queens Plaza,Central Harlem North,1
Long Island City/Queens Plaza,Chinatown,3
Long Island City/Queens Plaza,Clinton East,6
Long Island City/Queens Plaza,Clinton Hill,1
Long Island City/Queens Plaza,Corona,1
Long Island City/Queens Plaza,Crown Heights North,2
Long Island City/Queens Plaza,Cypress Hills,1
Long Island City/Queens Plaza,DUMBO/Vinegar Hill,3
Long Island City/Queens Plaza,Downtown Brooklyn/MetroTech,1
Long Island City/Queens Plaza,East Chelsea,4
Long Island City/Queens Plaza,East Elmhurst,2
Long Island City/Queens Plaza,East Harlem North,4
Long Island City/Queens Plaza,East Harlem South,5
Long Island City/Queens Plaza,East New York/Pennsylvania Avenue,1
Long Island City/Queens Plaza,East Village,3
Long Island City/Queens Plaza,East Williamsburg,5
Long Island City/Queens Plaza,Elmhurst,5
Long Island City/Queens Plaza,Elmhurst/Maspeth,3
Long Island City/Queens Plaza,Financial District North,2
Long Island City/Queens Plaza,Flatbush/Ditmas Park,1
Long Island City/Queens Plaza,Flatiron,1
Long Island City/Queens Plaza,Flushing,3
Long Island City/Queens Plaza,Forest Hills,4
Long Island City/Queens Plaza,Forest Park/Highland Park,1
Long Island City/Queens Plaza,Fort Greene,1
Long Island City/Queens Plaza,Garment District,3
Long Island City/Queens Plaza,Gramercy,1
Long Island City/Queens Plaza,Greenpoint,7
Long Island City/Queens Plaza,Hamilton Heights,3
Long Island City/Queens Plaza,Howard Beach,1
Long Island City/Queens Plaza,JFK Airport,20
Long Island City/Queens Plaza,Jackson Heights,9
Long Island City/Queens Plaza,Jamaica,1
Long Island City/Queens Plaza,Kew Gardens Hills,1
Long Island City/Queens Plaza,Kips Bay,3
Long Island City/Queens Plaza,LaGuardia Airport,13
Long Island City/Queens Plaza,Laurelton,1
Long Island City/Queens Plaza,Lenox Hill East,3
Long Island City/Queens Plaza,Lenox Hill West,9
Long Island City/Queens Plaza,Lincoln Square East,2
Long Island City/Queens Plaza,Lincoln Square West,1
Long Island City/Queens Plaza,Long Island City/Hunters Point,35
Long Island City/Queens Plaza,Long Island City/Queens Plaza,16
Long Island City/Queens Plaza,Lower East Side,2
Long Island City/Queens Plaza,Maspeth,1
Long Island City/Queens Plaza,Melrose South,2
Long Island City/Queens Plaza,Middle Village,1
Long Island City/Queens Plaza,Midtown Center,5
Long Island City/Queens Plaza,Midtown East,3
Long Island City/Queens Plaza,Midtown North,6
Long Island City/Queens Plaza,Midtown South,4
Long Island City/Queens Plaza,Midwood,1
Long Island City/Queens Plaza,Morningside Heights,2
Long Island City/Queens Plaza,Mott Haven/Port Morris,2
Long Island City/Queens Plaza,Murray Hill,5
Long Island City/Queens Plaza,Murray Hill-Queens,5
Long Island City/Queens Plaza,Newark Airport,1
Long Island City/Queens Plaza,North Corona,2
Long Island City/Queens Plaza,Ocean Hill,1
Long Island City/Queens Plaza,Old Astoria,12
Long Island City/Queens Plaza,Outside of NYC,7
Long Island City/Queens Plaza,Ozone Park,1
Long Island City/Queens Plaza,Pelham Parkway,1
Long Island City/Queens Plaza,Penn Station/Madison Sq West,1
Long Island City/Queens Plaza,Prospect Heights,2
Long Island City/Queens Plaza,Queensbridge/Ravenswood,9
Long Island City/Queens Plaza,Red Hook,2
Long Island City/Queens Plaza,Rego Park,3
Long Island City/Queens Plaza,Richmond Hill,2
Long Island City/Queens Plaza,Ridgewood,6
Long Island City/Queens Plaza,Roosevelt Island,5
Long Island City/Queens Plaza,South Ozone Park,1
Long Island City/Queens Plaza,South Williamsburg,1
Long Island City/Queens Plaza,Steinway,29
Long Island City/Queens Plaza,Stuy Town/Peter Cooper Village,1
Long Island City/Queens Plaza,Stuyvesant Heights,1
Long Island City/Queens Plaza,Sunnyside,21
Long Island City/Queens Plaza,Sutton Place/Turtle Bay North,5
Long Island City/Queens Plaza,Times Sq/Theatre District,7
Long Island City/Queens Plaza,TriBeCa/Civic Center,2
Long Island City/Queens Plaza,UN/Turtle Bay South,5
Long Island City/Queens Plaza,Union Sq,3
Long Island City/Queens Plaza,Upper East Side North,3
Long Island City/Queens Plaza,Upper East Side South,6
Long Island City/Queens Plaza,Upper West Side North,2
Long Island City/Queens Plaza,Upper West Side South,3
Long Island City/Queens Plaza,Washington Heights South,1
Long Island City/Queens Plaza,West Chelsea/Hudson Yards,4
Long Island City/Queens Plaza,West Concourse,3
Long Island City/Queens Plaza,West Farms/Bronx River,1
Long Island City/Queens Plaza,West Village,1
Long Island City/Queens Plaza,Westchester Village/Unionport,2
Long Island City/Queens Plaza,Whitestone,1
Long Island City/Queens Plaza,Williamsburg (North Side),6
Long Island City/Queens Plaza,Williamsburg (South Side),2
Long Island City/Queens Plaza,Woodside,9
Long Island City/Queens Plaza,World Trade Center,2
Long Island City/Queens Plaza,Yorkville East,1
Long Island City/Queens Plaza,Yorkville West,5
Longwood,Allerton/Pelham Gardens,1
Longwood,Astoria,1
Longwood,Bedford,1
Longwood,Bedford Park,6
Longwood,Belmont,6
Longwood,Bloomingdale,1
Longwood,Bronx Park,1
Longwood,Bronxdale,2
Longwood,Brownsville,2
Longwood,Central Harlem,2
Longwood,Central Harlem North,11
Longwood,Claremont/Bathgate,11
Longwood,Co-Op City,10
Longwood,Crotona Park East,8
Longwood,East Concourse/Concourse Village,23
Longwood,East Flatbush/Remsen Village,2
Longwood,East Harlem North,10
Longwood,East Harlem South,4
Longwood,East New York,2
Longwood,East Tremont,21
Longwood,East Williamsburg,1
Longwood,Eastchester,5
Longwood,Far Rockaway,1
Longwood,Financial District North,2
Longwood,Garment District,1
Longwood,Greenpoint,1
Longwood,Greenwich Village North,1
Longwood,Hamilton Heights,2
Longwood,Highbridge,1
Longwood,Hunts Point,32
Longwood,Inwood,1
Longwood,JFK Airport,1
Longwood,Jackson Heights,1
Longwood,Jamaica,1
Longwood,Kew Gardens,1
Longwood,Kingsbridge Heights,4
Longwood,LaGuardia Airport,2
Longwood,Lenox Hill East,1
Longwood,Lenox Hill West,1
Longwood,Little Italy/NoLiTa,1
Longwood,Long Island City/Hunters Point,1
Longwood,Long Island City/Queens Plaza,1
Longwood,Longwood,18
Longwood,Manhattan Valley,2
Longwood,Manhattanville,2
Longwood,Melrose South,24
Longwood,Morningside Heights,6
Longwood,Morrisania/Melrose,32
Longwood,Mott Haven/Port Morris,21
Longwood,Mount Hope,5
Longwood,Murray Hill,2
Longwood,Norwood,4
Longwood,Old Astoria,1
Longwood,Outside of NYC,5
Longwood,Parkchester,1
Longwood,Pelham Bay,2
Longwood,Pelham Parkway,3
Longwood,Randalls Island,1
Longwood,Riverdale/North Riverdale/Fieldston,1
Longwood,Schuylerville/Edgewater Park,7
Longwood,SoHo,1
Longwood,Soundview/Bruckner,8
Longwood,Soundview/Castle Hill,11
Longwood,South Ozone Park,1
Longwood,Springfield Gardens North,1
Longwood,Spuyten Duyvil/Kingsbridge,2
Longwood,Sunset Park West,1
Longwood,Times Sq/Theatre District,1
Longwood,TriBeCa/Civic Center,5
Longwood,Two Bridges/Seward Park,1
Longwood,University Heights/Morris Heights,8
Longwood,Upper East Side North,1
Longwood,Upper East Side South,3
Longwood,Van Cortlandt Village,4
Longwood,Van Nest/Morris Park,7
Longwood,Washington Heights North,1
Longwood,Washington Heights South,7
Longwood,West Chelsea/Hudson Yards,1
Longwood,West Concourse,11
Longwood,West Farms/Bronx River,5
Longwood,Westchester Village/Unionport,4
Longwood,Williamsbridge/Olinville,6
Longwood,Woodlawn/Wakefield,3
Longwood,Yorkville East,1
Lower East Side,Alphabet City,32
Lower East Side,Astoria,16
Lower East Side,Bath Beach,3
Lower East Side,Battery Park City,14
Lower East Side,Bay Ridge,4
Lower East Side,Bayside,2
Lower East Side,Bedford,34
Lower East Side,Belmont,1
Lower East Side,Bensonhurst West,1
Lower East Side,Bloomingdale,5
Lower East Side,Boerum Hill,12
Lower East Side,Borough Park,3
Lower East Side,Briarwood/Jamaica Hills,1
Lower East Side,Brighton Beach,1
Lower East Side,Bronxdale,1
Lower East Side,Brooklyn Heights,9
Lower East Side,Brooklyn Navy Yard,3
Lower East Side,Brownsville,1
Lower East Side,Bushwick North,43
Lower East Side,Bushwick South,49
Lower East Side,Canarsie,3
Lower East Side,Carroll Gardens,5
Lower East Side,Central Harlem,6
Lower East Side,Central Harlem North,11
Lower East Side,Central Park,3
Lower East Side,Chinatown,19
Lower East Side,Clinton East,29
Lower East Side,Clinton Hill,30
Lower East Side,Clinton West,9
Lower East Side,Cobble Hill,2
Lower East Side,Columbia Street,4
Lower East Side,Corona,3
Lower East Side,Crotona Park East,1
Lower East Side,Crown Heights North,28
Lower East Side,Crown Heights South,4
Lower East Side,DUMBO/Vinegar Hill,9
Lower East Side,Douglaston,1
Lower East Side,Downtown Brooklyn/MetroTech,9
Lower East Side,East Chelsea,39
Lower East Side,East Elmhurst,1
Lower East Side,East Flatbush/Farragut,3
Lower East Side,East Harlem North,6
Lower East Side,East Harlem South,14
Lower East Side,East New York,1
Lower East Side,East Village,107
Lower East Side,East Williamsburg,60
Lower East Side,Eastchester,2
Lower East Side,Elmhurst,4
Lower East Side,Elmhurst/Maspeth,3
Lower East Side,Erasmus,4
Lower East Side,Financial District North,33
Lower East Side,Financial District South,12
Lower East Side,Flatbush/Ditmas Park,14
Lower East Side,Flatiron,29
Lower East Side,Flatlands,1
Lower East Side,Flushing,4
Lower East Side,Fordham South,1
Lower East Side,Forest Hills,1
Lower East Side,Fort Greene,20
Lower East Side,Garment District,8
Lower East Side,Glendale,1
Lower East Side,Gowanus,2
Lower East Side,Gramercy,55
Lower East Side,Great Kills,1
Lower East Side,Greenpoint,39
Lower East Side,Greenwich Village North,33
Lower East Side,Greenwich Village South,36
Lower East Side,Hamilton Heights,8
Lower East Side,Highbridge,2
Lower East Side,Homecrest,2
Lower East Side,Hudson Sq,17
Lower East Side,Inwood,4
Lower East Side,JFK Airport,51
Lower East Side,Jackson Heights,4
Lower East Side,Jamaica Estates,1
Lower East Side,Kensington,4
Lower East Side,Kew Gardens,1
Lower East Side,Kips Bay,25
Lower East Side,LaGuardia Airport,21
Lower East Side,Lenox Hill East,15
Lower East Side,Lenox Hill West,9
Lower East Side,Lincoln Square East,15
Lower East Side,Lincoln Square West,4
Lower East Side,Little Italy/NoLiTa,40
Lower East Side,Long Island City/Hunters Point,9
Lower East Side,Long Island City/Queens Plaza,3
Lower East Side,Lower East Side,63
Lower East Side,Manhattan Valley,2
Lower East Side,Manhattanville,3
Lower East Side,Maspeth,1
Lower East Side,Meatpacking/West Village West,37
Lower East Side,Middle Village,2
Lower East Side,Midtown Center,25
Lower East Side,Midtown East,20
Lower East Side,Midtown North,13
Lower East Side,Midtown South,29
Lower East Side,Morningside Heights,9
Lower East Side,Mott Haven/Port Morris,3
Lower East Side,Murray Hill,44
Lower East Side,Murray Hill-Queens,1
Lower East Side,New Dorp/Midland Beach,1
Lower East Side,Newark Airport,19
Lower East Side,Norwood,1
Lower East Side,Ocean Hill,4
Lower East Side,Ocean Parkway South,1
Lower East Side,Old Astoria,2
Lower East Side,Outside of NYC,55
Lower East Side,Ozone Park,1
Lower East Side,Park Slope,20
Lower East Side,Pelham Parkway,3
Lower East Side,Penn Station/Madison Sq West,26
Lower East Side,Prospect Heights,10
Lower East Side,Prospect Park,2
Lower East Side,Prospect-Lefferts Gardens,8
Lower East Side,Queensboro Hill,1
Lower East Side,Red Hook,4
Lower East Side,Rego Park,1
Lower East Side,Richmond Hill,1
Lower East Side,Ridgewood,15
Lower East Side,Roosevelt Island,1
Lower East Side,Seaport,20
Lower East Side,SoHo,47
Lower East Side,Soundview/Castle Hill,1
Lower East Side,South Beach/Dongan Hills,1
Lower East Side,South Jamaica,1
Lower East Side,South Williamsburg,1
Lower East Side,Springfield Gardens South,1
Lower East Side,Spuyten Duyvil/Kingsbridge,1
Lower East Side,Steinway,6
Lower East Side,Stuy Town/Peter Cooper Village,16
Lower East Side,Stuyvesant Heights,24
Lower East Side,Sunnyside,11
Lower East Side,Sunset Park East,3
Lower East Side,Sunset Park West,9
Lower East Side,Sutton Place/Turtle Bay North,9
Lower East Side,Times Sq/Theatre District,22
Lower East Side,TriBeCa/Civic Center,59
Lower East Side,Two Bridges/Seward Park,21
Lower East Side,UN/Turtle Bay South,17
Lower East Side,Union Sq,50
Lower East Side,University Heights/Morris Heights,1
Lower East Side,Upper East Side North,18
Lower East Side,Upper East Side South,16
Lower East Side,Upper West Side North,4
Lower East Side,Upper West Side South,9
Lower East Side,Van Cortlandt Village,2
Lower East Side,Van Nest/Morris Park,1
Lower East Side,Washington Heights South,1
Lower East Side,West Brighton,1
Lower East Side,West Chelsea/Hudson Yards,36
Lower East Side,West Concourse,1
Lower East Side,West Village,45
Lower East Side,Whitestone,1
Lower East Side,Williamsburg (North Side),54
Lower East Side,Williamsburg (South Side),53
Lower East Side,Windsor Terrace,2
Lower East Side,Woodhaven,2
Lower East Side,Woodside,3
Lower East Side,World Trade Center,24
Lower East Side,Yorkville East,7
Lower East Side,Yorkville West,12
Madison,Astoria,1
Madison,Baisley Park,2
Madison,Bath Beach,4
Madison,Bay Ridge,2
Madison,Bedford,1
Madison,Bensonhurst East,26
Madison,Bensonhurst West,3
Madison,Borough Park,12
Madison,Brighton Beach,13
Madison,Brownsville,1
Madison,Bushwick North,1
Madison,Canarsie,2
Madison,Chinatown,1
Madison,Coney Island,3
Madison,Crown Heights North,2
Madison,Downtown Brooklyn/MetroTech,1
Madison,Dyker Heights,1
Madison,East Flatbush/Farragut,9
Madison,East Flatbush/Remsen Village,1
Madison,East Harlem South,1
Madison,East New York,2
Madison,Erasmus,1
Madison,Financial District South,1
Madison,Flatbush/Ditmas Park,19
Madison,Flatlands,19
Madison,Fort Greene,1
Madison,Gowanus,2
Madison,Gravesend,11
Madison,Hamilton Heights,1
Madison,Homecrest,43
Madison,Inwood,1
Madison,JFK Airport,2
Madison,Kensington,3
Madison,LaGuardia Airport,3
Madison,Madison,53
Madison,Manhattan Beach,12
Madison,Marine Park/Floyd Bennett Field,1
Madison,Marine Park/Mill Basin,36
Madison,Midtown East,2
Madison,Midwood,40
Madison,Murray Hill,2
Madison,Ocean Hill,1
Madison,Ocean Parkway South,9
Madison,Outside of NYC,1
Madison,Park Slope,3
Madison,Penn Station/Madison Sq West,1
Madison,Prospect Heights,2
Madison,Prospect-Lefferts Gardens,4
Madison,Ridgewood,1
Madison,Rockaway Park,1
Madison,Sheepshead Bay,43
Madison,Stuy Town/Peter Cooper Village,1
Madison,Stuyvesant Heights,1
Madison,Sunnyside,1
Madison,Sunset Park East,2
Madison,Sunset Park West,1
Madison,TriBeCa/Civic Center,1
Madison,Union Sq,1
Madison,Upper East Side North,1
Madison,Upper East Side South,1
Madison,West Village,1
Madison,Williamsburg (South Side),2
Madison,Windsor Terrace,2
Madison,Yorkville West,2
Manhattan Beach,Bath Beach,2
Manhattan Beach,Bay Ridge,2
Manhattan Beach,Bensonhurst East,18
Manhattan Beach,Bensonhurst West,6
Manhattan Beach,Borough Park,1
Manhattan Beach,Brighton Beach,31
Manhattan Beach,Brownsville,1
Manhattan Beach,Canarsie,6
Manhattan Beach,Coney Island,11
Manhattan Beach,Crown Heights South,1
Manhattan Beach,Cypress Hills,1
Manhattan Beach,Dyker Heights,1
Manhattan Beach,East New York,2
Manhattan Beach,Far Rockaway,1
Manhattan Beach,Flatbush/Ditmas Park,4
Manhattan Beach,Flatlands,5
Manhattan Beach,Fort Greene,1
Manhattan Beach,Gravesend,9
Manhattan Beach,Great Kills,1
Manhattan Beach,Homecrest,11
Manhattan Beach,JFK Airport,2
Manhattan Beach,Kensington,3
Manhattan Beach,LaGuardia Airport,1
Manhattan Beach,Madison,18
Manhattan Beach,Manhattan Beach,16
Manhattan Beach,Marine Park/Floyd Bennett Field,1
Manhattan Beach,Marine Park/Mill Basin,6
Manhattan Beach,Midtown North,1
Manhattan Beach,Midwood,7
Manhattan Beach,Murray Hill,1
Manhattan Beach,New Dorp/Midland Beach,1
Manhattan Beach,Newark Airport,1
Manhattan Beach,Outside of NYC,1
Manhattan Beach,Prospect-Lefferts Gardens,2
Manhattan Beach,Rego Park,1
Manhattan Beach,Sheepshead Bay,36
Manhattan Beach,South Jamaica,1
Manhattan Beach,South Ozone Park,1
Manhattan Beach,Sunset Park East,1
Manhattan Beach,Sunset Park West,1
Manhattan Beach,Two Bridges/Seward Park,1
Manhattan Valley,Alphabet City,1
Manhattan Valley,Astoria,1
Manhattan Valley,Battery Park City,4
Manhattan Valley,Bloomingdale,1
Manhattan Valley,Bronxdale,1
Manhattan Valley,Brooklyn Navy Yard,1
Manhattan Valley,Bushwick North,1
Manhattan Valley,Bushwick South,1
Manhattan Valley,Canarsie,1
Manhattan Valley,Central Harlem,31
Manhattan Valley,Central Harlem North,18
Manhattan Valley,Central Park,2
Manhattan Valley,Claremont/Bathgate,1
Manhattan Valley,Clinton East,9
Manhattan Valley,Clinton West,3
Manhattan Valley,DUMBO/Vinegar Hill,1
Manhattan Valley,Dyker Heights,1
Manhattan Valley,East Chelsea,6
Manhattan Valley,East Concourse/Concourse Village,3
Manhattan Valley,East Flatbush/Farragut,1
Manhattan Valley,East Harlem North,18
Manhattan Valley,East Harlem South,28
Manhattan Valley,East Village,8
Manhattan Valley,East Williamsburg,1
Manhattan Valley,Erasmus,1
Manhattan Valley,Financial District South,1
Manhattan Valley,Flatiron,3
Manhattan Valley,Flushing,1
Manhattan Valley,Fordham South,1
Manhattan Valley,Forest Hills,2
Manhattan Valley,Fort Greene,1
Manhattan Valley,Garment District,4
Manhattan Valley,Gramercy,2
Manhattan Valley,Green-Wood Cemetery,1
Manhattan Valley,Greenwich Village North,4
Manhattan Valley,Hamilton Heights,8
Manhattan Valley,Highbridge,2
Manhattan Valley,Inwood,2
Manhattan Valley,JFK Airport,16
Manhattan Valley,Jackson Heights,1
Manhattan Valley,Kingsbridge Heights,1
Manhattan Valley,Kips Bay,4
Manhattan Valley,LaGuardia Airport,16
Manhattan Valley,Lenox Hill East,15
Manhattan Valley,Lenox Hill West,13
Manhattan Valley,Lincoln Square East,26
Manhattan Valley,Lincoln Square West,8
Manhattan Valley,Long Island City/Hunters Point,4
Manhattan Valley,Long Island City/Queens Plaza,1
Manhattan Valley,Lower East Side,2
Manhattan Valley,Madison,1
Manhattan Valley,Manhattan Valley,14
Manhattan Valley,Manhattanville,6
Manhattan Valley,Meatpacking/West Village West,1
Manhattan Valley,Melrose South,2
Manhattan Valley,Midtown Center,10
Manhattan Valley,Midtown East,8
Manhattan Valley,Midtown North,18
Manhattan Valley,Midtown South,7
Manhattan Valley,Morningside Heights,61
Manhattan Valley,Mott Haven/Port Morris,4
Manhattan Valley,Murray Hill,8
Manhattan Valley,Newark Airport,5
Manhattan Valley,Norwood,1
Manhattan Valley,Ocean Hill,2
Manhattan Valley,Old Astoria,1
Manhattan Valley,Outside of NYC,11
Manhattan Valley,Ozone Park,1
Manhattan Valley,Pelham Parkway,2
Manhattan Valley,Penn Station/Madison Sq West,9
Manhattan Valley,Prospect Park,1
Manhattan Valley,Ridgewood,2
Manhattan Valley,Riverdale/North Riverdale/Fieldston,1
Manhattan Valley,Schuylerville/Edgewater Park,1
Manhattan Valley,Seaport,1
Manhattan Valley,SoHo,2
Manhattan Valley,Soundview/Castle Hill,1
Manhattan Valley,Spuyten Duyvil/Kingsbridge,3
Manhattan Valley,Steinway,1
Manhattan Valley,Stuy Town/Peter Cooper Village,1
Manhattan Valley,Stuyvesant Heights,1
Manhattan Valley,Sunnyside,1
Manhattan Valley,Sutton Place/Turtle Bay North,3
Manhattan Valley,Times Sq/Theatre District,5
Manhattan Valley,TriBeCa/Civic Center,5
Manhattan Valley,Two Bridges/Seward Park,1
Manhattan Valley,UN/Turtle Bay South,1
Manhattan Valley,Union Sq,5
Manhattan Valley,University Heights/Morris Heights,4
Manhattan Valley,Upper East Side North,28
Manhattan Valley,Upper East Side South,20
Manhattan Valley,Upper West Side North,43
Manhattan Valley,Upper West Side South,36
Manhattan Valley,Van Cortlandt Village,1
Manhattan Valley,Washington Heights North,4
Manhattan Valley,Washington Heights South,20
Manhattan Valley,West Chelsea/Hudson Yards,8
Manhattan Valley,West Concourse,3
Manhattan Valley,West Village,3
Manhattan Valley,Williamsburg (North Side),1
Manhattan Valley,Williamsburg (South Side),3
Manhattan Valley,World Trade Center,2
Manhattan Valley,Yorkville East,9
Manhattan Valley,Yorkville West,15
Manhattanville,Astoria,3
Manhattanville,Bay Terrace/Fort Totten,1
Manhattanville,Bedford,2
Manhattanville,Bedford Park,2
Manhattanville,Bloomingdale,3
Manhattanville,Bronx Park,1
Manhattanville,Bronxdale,3
Manhattanville,Central Harlem,38
Manhattanville,Central Harlem North,36
Manhattanville,Central Park,2
Manhattanville,Claremont/Bathgate,4
Manhattanville,Clinton East,6
